Id,Label,timeset,modularity_class,pageranks,componentnumber,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree
giovana80733957,giovana80733957,,1,0.000068,3,0,1,1,0,1,1
ItsFrenchBabyy,ItsFrenchBabyy,,0,0.000039,98,0,0,0,0,0,0
jpcreative_,jpcreative_,,0,0.000072,98,0,0,0,0,0,0
dpowell4jc,dpowell4jc,,7,0.000068,3,0,1,1,0,1,1
afrontosa_,afrontosa_,,1,0.000068,3,0,2,2,0,2,2
ClaudiaVillabl3,ClaudiaVillabl3,,6,0.000068,3,0,1,1,0,1,1
alexandre_costa,alexandre_costa,,1,0.000068,3,0,1,1,0,1,1
chamomile_dada,chamomile_dada,,6,0.000068,3,0,1,1,0,1,1
LiliVicAD,LiliVicAD,,0,0.000039,80,0,0,0,0,0,0
ArthurOficialdl,ArthurOficialdl,,1,0.000068,3,0,1,1,0,1,1
KatanaHugo,KatanaHugo,,0,0.000039,1,0,0,0,0,0,0
inketweets,inketweets,,0,0.000105,99,0,0,0,0,0,0
KaceyHow3ll,KaceyHow3ll,,0,0.000068,3,0,1,1,0,1,1
rachdineen,rachdineen,,0,0.000039,100,0,0,0,0,0,0
SudburyPolice,SudburyPolice,,0,0.000072,100,0,0,0,0,0,0
MultilaserAjuda,MultilaserAjuda,,0,0.000039,101,0,0,0,0,0,0
Tec_Mundo,Tec_Mundo,,0,0.000072,101,0,0,0,0,0,0
blackfr28078094,blackfr28078094,,0,0.000039,102,0,0,0,0,0,0
UbDennis,UbDennis,,7,0.000068,3,0,2,2,0,2,2
MiKeY_4_,MiKeY_4_,,7,0.004765,3,97,0,97,97,0,97
MaziEminent,MaziEminent,,7,0.000861,3,18,0,18,18,0,18
RyanBeesleyFox5,RyanBeesleyFox5,,0,0.000039,71,0,0,0,0,0,0
Mp_Peter67,Mp_Peter67,,0,0.000039,103,0,0,0,0,0,0
AirvhardLusi,AirvhardLusi,,0,0.000072,103,0,0,0,0,0,0
httpttonny,httpttonny,,6,0.000068,3,0,1,1,0,1,1
moe_green95,moe_green95,,0,0.000039,104,0,0,0,0,0,0
KellyTyko,KellyTyko,,0,0.000166,104,0,0,0,0,0,0
OgleConnie,OgleConnie,,0,0.000039,59,0,0,0,0,0,0
MercheRoldan,MercheRoldan,,0,0.000039,28,0,0,0,0,0,0
Vitoria_Brazz,Vitoria_Brazz,,1,0.000068,3,0,1,1,0,1,1
ThisIsPPR,ThisIsPPR,,7,0.000068,3,0,1,1,0,1,1
Vit0rinoo,Vit0rinoo,,1,0.000068,3,0,1,1,0,1,1
paintedpetsbymc,paintedpetsbymc,,0,0.000039,105,0,0,0,0,0,0
k4llist499ART,k4llist499ART,,0,0.000072,105,0,0,0,0,0,0
imrstucker,imrstucker,,1,0.000068,3,0,1,1,0,1,1
Natterjacktoad7,Natterjacktoad7,,3,0.000068,3,0,1,1,0,1,1
moragacovarrub1,moragacovarrub1,,6,0.000068,3,0,1,1,0,1,1
standupguy,standupguy,,0,0.000039,106,0,0,0,0,0,0
owlkids,owlkids,,0,0.000072,106,0,0,0,0,0,0
UL_Wales,UL_Wales,,0,0.000039,52,0,0,0,0,0,0
ShazsBookBlog,ShazsBookBlog,,3,0.000068,3,0,1,1,0,1,1
PhemeloNkau,PhemeloNkau,,7,0.000068,3,0,1,1,0,1,1
monte31dal63,monte31dal63,,7,0.000068,3,0,1,1,0,1,1
MargoHanson01,MargoHanson01,,0,0.000068,3,0,1,1,0,1,1
ChantieY_JasmIn,ChantieY_JasmIn,,0,0.000039,107,0,0,0,0,0,0
mellowmelanin_,mellowmelanin_,,0,0.000072,107,0,0,0,0,0,0
fionamaeve,fionamaeve,,7,0.000068,3,0,1,1,0,1,1
PW4STU,PW4STU,,0,0.000039,108,0,0,0,0,0,0
ProWrestling4U,ProWrestling4U,,0,0.000072,108,0,0,0,0,0,0
SfisoLindokuhl,SfisoLindokuhl,,7,0.000068,3,0,1,1,0,1,1
Fruto_de_Larry,Fruto_de_Larry,,1,0.000068,3,0,1,1,0,1,1
Mel_Morango,Mel_Morango,,0,0.000039,50,0,0,0,0,0,0
bsmith8643,bsmith8643,,0,0.000039,109,0,0,0,0,0,0
flowerPotzzz,flowerPotzzz,,0,0.000072,109,0,0,0,0,0,0
renatosbu,renatosbu,,1,0.000068,3,0,1,1,0,1,1
MumMuppet,MumMuppet,,7,0.000068,3,0,1,1,0,1,1
Sabrina44455953,Sabrina44455953,,1,0.000068,3,0,4,4,0,4,4
oxijoe,oxijoe,,1,0.000141,3,2,0,2,2,0,2
nocriativid,nocriativid,,1,0.000083,3,1,0,1,1,0,1
lucstdc,lucstdc,,1,0.000693,3,22,0,22,22,0,22
GeniusWelcome,GeniusWelcome,,7,0.000068,3,0,1,1,0,1,1
mrfb,mrfb,,7,0.000068,3,0,1,1,0,1,1
Julia82732747,Julia82732747,,0,0.000039,28,0,0,0,0,0,0
MonjuiJones,MonjuiJones,,0,0.000039,110,0,0,0,0,0,0
RobDavidek,RobDavidek,,0,0.000072,110,0,0,0,0,0,0
Samyb33,Samyb33,,3,0.000068,3,0,1,1,0,1,1
SatanicBublegum,SatanicBublegum,,0,0.000039,80,0,0,0,0,0,0
helo_cmra,helo_cmra,,1,0.000068,3,0,1,1,0,1,1
Laro_99,Laro_99,,0,0.000039,111,0,0,0,0,0,0
gitaano,gitaano,,0,0.000072,111,0,0,0,0,0,0
Valynn487,Valynn487,,7,0.000068,3,0,1,1,0,1,1
Kev_____l,Kev_____l,,0,0.000039,112,0,0,0,0,0,0
SpottedBargains,SpottedBargains,,0,0.000072,112,0,0,0,0,0,0
Abzs90,Abzs90,,7,0.000068,3,0,1,1,0,1,1
Adidev98,Adidev98,,7,0.000068,3,0,1,1,0,1,1
Andremeinerz,Andremeinerz,,1,0.000068,3,0,2,2,0,2,2
HamzaSh21242061,HamzaSh21242061,,0,0.000039,113,0,0,0,0,0,0
rohanitv_,rohanitv_,,0,0.000138,113,0,0,0,0,0,0
richie_COYS_316,richie_COYS_316,,0,0.000039,114,0,0,0,0,0,0
CPWTweets,CPWTweets,,0,0.000055,114,0,0,0,0,0,0
comparerecycle,comparerecycle,,0,0.000055,114,0,0,0,0,0,0
PaolaDavisEvent,PaolaDavisEvent,,0,0.000039,115,0,0,0,0,0,0
MEETSouthWest,MEETSouthWest,,0,0.000105,115,0,0,0,0,0,0
falagabis,falagabis,,1,0.000068,3,0,1,1,0,1,1
Broner68650378,Broner68650378,,0,0.000039,116,0,0,0,0,0,0
chris_af_VP,chris_af_VP,,0,0.000302,116,0,0,0,0,0,0
chloehowell_,chloehowell_,,0,0.000068,3,0,1,1,0,1,1
caitielee0917,caitielee0917,,0,0.000039,104,0,0,0,0,0,0
BrookesLibrary,BrookesLibrary,,7,0.000068,3,0,1,1,0,1,1
YAGUESANZASESOR,YAGUESANZASESOR,,0,0.000039,117,0,0,0,0,0,0
Raul7Capitan7,Raul7Capitan7,,0,0.000665,117,0,0,0,0,0,0
Mish3l_69,Mish3l_69,,6,0.000068,3,0,1,1,0,1,1
eugenio_genova,eugenio_genova,,1,0.000068,3,0,1,1,0,1,1
Gviana30,Gviana30,,1,0.000068,3,0,1,1,0,1,1
sillasluna,sillasluna,,1,0.001987,3,49,0,49,49,0,49
sarinya16hotma1,sarinya16hotma1,,0,0.000039,92,0,0,0,0,0,0
krupnan,krupnan,,0,0.00078,92,0,0,0,0,0,0
15JudicialCASA,15JudicialCASA,,0,0.000039,118,0,0,0,0,0,0
MyDaughtersArmy,MyDaughtersArmy,,0,0.000072,118,0,0,0,0,0,0
MLRPromoBabyKid,MLRPromoBabyKid,,3,0.000068,3,0,1,1,0,2,2
LorenPadelford,LorenPadelford,,7,0.000068,3,0,1,1,0,1,1
DiasDavid_,DiasDavid_,,1,0.000068,3,0,5,5,0,5,5
MaconheiroSVnha,MaconheiroSVnha,,1,0.000397,3,9,0,9,9,0,9
Arjumandpaak,Arjumandpaak,,7,0.000068,3,0,1,1,0,1,1
TubaAtweets,TubaAtweets,,7,0.000194,3,3,0,3,3,0,3
marisadcarla_,marisadcarla_,,1,0.000068,3,0,4,4,0,4,4
yria_nunes,yria_nunes,,1,0.000068,3,0,1,1,0,1,1
URLeitapega,URLeitapega,,1,0.000068,3,0,1,1,0,1,1
JerryBrownIII1,JerryBrownIII1,,0,0.000039,119,0,0,0,0,0,0
14jallen,14jallen,,0,0.000072,119,0,0,0,0,0,0
Justascarecrow,Justascarecrow,,0,0.000039,120,0,0,0,0,0,0
DieDarlingsUK,DieDarlingsUK,,0,0.000072,120,0,0,0,0,0,0
LauMendes_br,LauMendes_br,,0,0.000039,121,0,0,0,0,0,0
evagolinger,evagolinger,,0,0.000467,121,0,0,0,0,0,0
JPohlmanWriting,JPohlmanWriting,,7,0.000068,3,0,1,1,0,1,1
ANDREANNY001,ANDREANNY001,,1,0.000068,3,0,1,1,0,1,1
grahamorriss,grahamorriss,,0,0.000039,122,0,0,0,0,0,0
robhampson,robhampson,,0,0.000072,122,0,0,0,0,0,0
Laura442738,Laura442738,,0,0.000039,123,0,0,0,0,0,0
volkskrant,volkskrant,,0,0.000072,123,0,0,0,0,0,0
Antonio76137770,Antonio76137770,,1,0.000068,3,0,1,1,0,1,1
ramossbia,ramossbia,,1,0.000068,3,0,1,1,0,1,1
madeitbymyself2,madeitbymyself2,,6,0.000068,3,0,1,1,0,1,1
83napolano,83napolano,,0,0.000039,124,0,0,0,0,0,0
nozirohofficial,nozirohofficial,,0,0.000072,124,0,0,0,0,0,0
carolina_dvelad,carolina_dvelad,,4,0.000068,3,0,1,1,0,1,1
ComprarBot,ComprarBot,,1,0.000068,3,0,12,12,0,14,14
udinow,udinow,,1,0.000073,3,1,0,1,1,0,1
SukKynha,SukKynha,,1,0.000073,3,1,1,2,2,1,3
edriansantos_,edriansantos_,,1,0.000073,3,1,0,1,1,0,1
eullazaro,eullazaro,,1,0.000073,3,1,0,1,2,0,2
Zinnerfox,Zinnerfox,,1,0.000073,3,1,0,1,1,0,1
BragaLoTrends,BragaLoTrends,,1,0.000073,3,1,0,1,1,0,1
littlemessyn,littlemessyn,,1,0.000073,3,1,1,2,1,1,2
plisdolla_,plisdolla_,,1,0.000073,3,1,0,1,1,0,1
CoisinhaBonita,CoisinhaBonita,,1,0.000344,3,8,0,8,8,0,8
daviss_21,daviss_21,,1,0.000073,3,1,0,1,1,0,1
Coisas_WV,Coisas_WV,,1,0.000073,3,1,4,5,1,5,6
LUK4T,LUK4T,,1,0.000073,3,1,0,1,1,0,1
tuskenninja,tuskenninja,,7,0.000068,3,0,1,1,0,1,1
polaricex,polaricex,,7,0.000261,3,4,0,4,4,0,4
sarahw,sarahw,,7,0.000068,3,0,1,1,0,1,1
MrConso,MrConso,,0,0.000039,125,0,0,0,0,0,0
SNovember_TA,SNovember_TA,,0,0.000072,125,0,0,0,0,0,0
ChlohardH,ChlohardH,,0,0.000039,126,0,0,0,0,0,0
Kafka_News,Kafka_News,,0,0.000105,126,0,0,0,0,0,0
aminexpress,aminexpress,,7,0.000068,3,0,3,3,0,3,3
TheSun,TheSun,,7,0.001526,3,43,0,43,44,0,44
MLRPromoExtra,MLRPromoExtra,,3,0.000068,3,0,1,1,0,2,2
Carriea78056210,Carriea78056210,,3,0.000068,3,0,1,1,0,1,1
V82CHRIS,V82CHRIS,,3,0.001239,3,27,0,27,27,0,27
eternikook,eternikook,,1,0.000068,3,0,2,2,0,2,2
keithwms,keithwms,,4,0.000068,3,0,1,1,0,1,1
MLRShopPromo,MLRShopPromo,,3,0.000068,3,0,1,1,0,1,1
francois1903,francois1903,,7,0.000068,3,0,1,1,0,1,1
DeBloisMelody,DeBloisMelody,,0,0.000039,127,0,0,0,0,0,0
AmberDaulton1,AmberDaulton1,,0,0.000072,127,0,0,0,0,0,0
Srta_Fadinha,Srta_Fadinha,,1,0.000068,3,0,1,1,0,1,1
AndyLaing4,AndyLaing4,,3,0.000068,3,0,1,1,0,1,1
artfalaxy,artfalaxy,,0,0.000039,128,0,0,0,0,0,0
Almanz_art,Almanz_art,,0,0.000072,128,0,0,0,0,0,0
DVD23690077,DVD23690077,,0,0.000039,129,0,0,0,0,0,0
donTonio66,donTonio66,,0,0.000648,129,0,0,0,0,0,0
Lucas_Cunha15,Lucas_Cunha15,,1,0.000068,3,0,1,1,0,1,1
guitarchild777,guitarchild777,,0,0.000039,130,0,0,0,0,0,0
earprotech,earprotech,,0,0.000072,130,0,0,0,0,0,0
movilidad_cant,movilidad_cant,,0,0.000039,131,0,0,0,0,0,0
CantabriaXClima,CantabriaXClima,,0,0.000171,131,0,0,0,0,0,0
DatboyKyoto,DatboyKyoto,,0,0.000068,3,0,1,1,0,1,1
mark_macdonald,mark_macdonald,,7,0.000068,3,0,1,1,0,1,1
harryphorton,harryphorton,,0,0.000068,3,0,1,1,0,1,1
eganwin99,eganwin99,,3,0.000068,3,0,1,1,0,1,1
johnlimdimas,johnlimdimas,,0,0.000039,132,0,0,0,0,0,0
Entrepreneur,Entrepreneur,,0,0.000072,132,0,0,0,0,0,0
shigasaca,shigasaca,,1,0.000068,3,0,3,3,0,3,3
edilsonp8,edilsonp8,,1,0.000475,3,16,0,16,16,0,16
zastavan,zastavan,,0,0.000039,80,0,0,0,0,0,0
magwenzi_tamuka,magwenzi_tamuka,,0,0.000068,3,0,1,1,0,1,1
cannonkir,cannonkir,,0,0.000039,133,0,0,0,0,0,0
kmcannonphoto,kmcannonphoto,,0,0.000105,133,0,0,0,0,0,0
j_swineford,j_swineford,,7,0.000068,3,0,1,1,0,1,1
demetrio_frias,demetrio_frias,,6,0.000068,3,0,1,1,0,1,1
holxbadg,holxbadg,,0,0.000039,134,0,0,0,0,0,0
vimarok_,vimarok_,,0,0.000072,134,0,0,0,0,0,0
xmssweetnessx,xmssweetnessx,,7,0.000068,3,0,1,1,0,1,1
manona84169415,manona84169415,,0,0.000039,135,0,0,0,0,0,0
vfx_redchillies,vfx_redchillies,,0,0.000286,135,0,0,0,0,0,0
Larafponts,Larafponts,,1,0.000068,3,0,1,1,0,1,1
Benereum,Benereum,,0,0.000039,136,0,0,0,0,0,0
PolizeiSachsen,PolizeiSachsen,,0,0.000072,136,0,0,0,0,0,0
bookmomma18,bookmomma18,,3,0.000068,3,0,1,1,0,1,1
taexw_parei,taexw_parei,,5,0.000068,3,0,1,1,0,1,1
Gelenia2,Gelenia2,,5,0.000387,3,6,3,9,6,3,9
tezzzarr,tezzzarr,,0,0.000068,3,0,1,1,0,1,1
MLRPromoPlus,MLRPromoPlus,,3,0.000068,3,0,1,1,0,2,2
arcchangelic,arcchangelic,,1,0.000068,3,0,1,1,0,1,1
ocolunista_,ocolunista_,,0,0.000039,137,0,0,0,0,0,0
revistaforum,revistaforum,,0,0.000072,137,0,0,0,0,0,0
cajuskorn,cajuskorn,,0,0.000039,138,0,0,0,0,0,0
proviservice,proviservice,,0,0.000072,138,0,0,0,0,0,0
mrslbaker25,mrslbaker25,,0,0.000039,139,0,0,0,0,0,0
PCSLEGAL,PCSLEGAL,,0,0.000072,139,0,0,0,0,0,0
cherigugu,cherigugu,,0,0.000039,140,0,0,0,0,0,0
THGUXTeam,THGUXTeam,,0,0.000072,140,0,0,0,0,0,0
AtrizImbe,AtrizImbe,,1,0.000068,3,0,1,1,0,1,1
_Selphie,_Selphie,,0,0.000039,141,0,0,0,0,0,0
TwinzplayEgg,TwinzplayEgg,,0,0.000072,141,0,0,0,0,0,0
politicahoyayer,politicahoyayer,,0,0.000039,28,0,0,0,0,0,0
CFTCmetal78,CFTCmetal78,,2,0.000068,3,0,1,1,0,1,1
lightheartedH,lightheartedH,,7,0.000068,3,0,1,1,0,1,1
RozaWieder,RozaWieder,,2,0.000068,3,0,1,1,0,2,2
JoseSille,JoseSille,,6,0.000068,3,0,1,1,0,1,1
criscaricaturas,criscaricaturas,,6,0.001653,3,28,0,28,28,0,28
_Mffelip,_Mffelip,,1,0.000068,3,0,1,1,0,1,1
pacoramyrez,pacoramyrez,,0,0.000039,76,0,0,0,0,0,0
GlideOsprey,GlideOsprey,,4,0.000068,3,0,1,1,0,1,1
_UmerNiaz_,_UmerNiaz_,,0,0.000039,142,0,0,0,0,0,0
asadqasiim,asadqasiim,,0,0.000072,142,0,0,0,0,0,0
RoberBustos,RoberBustos,,0,0.000039,143,0,0,0,0,0,0
ArtxShop,ArtxShop,,0,0.000072,143,0,0,0,0,0,0
giu_slc,giu_slc,,1,0.000068,3,0,1,1,0,1,1
HipHopLifemag,HipHopLifemag,,0,0.000039,144,0,0,0,0,0,0
Acontraelhambre,Acontraelhambre,,0,0.000236,144,0,0,0,0,0,0
TheJokerJB,TheJokerJB,,0,0.000039,145,0,0,0,0,0,0
AdidasWrestling,AdidasWrestling,,0,0.000072,145,0,0,0,0,0,0
shepink72,shepink72,,0,0.000039,146,0,0,0,0,0,0
ArtbyZachWolf,ArtbyZachWolf,,0,0.000072,146,0,0,0,0,0,0
SirHenryKau,SirHenryKau,,7,0.000068,3,0,1,1,0,1,1
phalanndwa6,phalanndwa6,,7,0.000561,3,12,0,12,12,0,12
Marcooo_96,Marcooo_96,,0,0.000068,3,0,1,1,0,1,1
JaanPill,JaanPill,,0,0.000039,147,0,0,0,0,0,0
gdnlongread,gdnlongread,,0,0.000105,147,0,0,0,0,0,0
alicyalsm,alicyalsm,,0,0.000039,148,0,0,0,0,0,0
henriique_matos,henriique_matos,,0,0.000072,148,0,0,0,0,0,0
AussiePhinatic,AussiePhinatic,,7,0.000068,3,0,1,1,0,1,1
CameronNergal,CameronNergal,,1,0.000068,3,0,1,1,0,1,1
dashabi1980,dashabi1980,,0,0.000039,149,0,0,0,0,0,0
PETAUK,PETAUK,,0,0.000335,149,0,0,0,0,0,0
JoseVictor_Rdz,JoseVictor_Rdz,,0,0.000039,150,0,0,0,0,0,0
Milenio,Milenio,,0,0.000072,150,0,0,0,0,0,0
JessVanoort,JessVanoort,,7,0.000068,3,0,1,1,0,1,1
fellowapp,fellowapp,,0,0.000039,151,0,0,0,0,0,0
ManuelaBarcenas,ManuelaBarcenas,,0,0.000072,151,0,0,0,0,0,0
Brandon1506,Brandon1506,,0,0.000068,3,0,1,1,0,1,1
TheFireTracker2,TheFireTracker2,,7,0.000068,3,0,1,1,0,1,1
emily_teffoM,emily_teffoM,,7,0.000271,3,4,0,4,4,0,4
rexpartypei,rexpartypei,,0,0.000039,152,0,0,0,0,0,0
SoulFilter,SoulFilter,,0,0.000105,152,0,0,0,0,0,0
SSardoche,SSardoche,,0,0.000039,31,0,0,0,0,0,0
donkerin22,donkerin22,,0,0.000039,153,0,0,0,0,0,0
marcobertozzi,marcobertozzi,,0,0.000039,154,0,0,0,0,0,0
segnanti,segnanti,,0,0.000171,154,0,0,0,0,0,0
ithubpk,ithubpk,,0,0.000039,155,0,0,0,0,0,0
gamelooppubg,gamelooppubg,,0,0.000072,155,0,0,0,0,0,0
xcausticsoda,xcausticsoda,,1,0.000068,3,0,1,1,0,1,1
NamesTurner,NamesTurner,,7,0.000068,3,0,1,1,0,1,1
joshuachenault1,joshuachenault1,,7,0.000886,3,22,1,23,22,1,23
isabtx,isabtx,,1,0.000068,3,0,1,1,0,1,1
Sincroman1,Sincroman1,,0,0.000039,156,0,0,0,0,0,0
MassimoBozza,MassimoBozza,,0,0.000072,156,0,0,0,0,0,0
SoOshio,SoOshio,,0,0.000039,157,0,0,0,0,0,0
King_Micheall,King_Micheall,,0,0.000072,157,0,0,0,0,0,0
Mideh14,Mideh14,,0,0.000039,158,0,0,0,0,0,0
lazywritaNG,lazywritaNG,,0,0.000083,158,0,0,0,0,0,0
nickamcarthur,nickamcarthur,,0,0.000068,3,0,1,1,0,1,1
aiqueridaeucai,aiqueridaeucai,,1,0.000068,3,0,1,1,0,1,1
beastori,beastori,,1,0.000068,3,0,1,1,0,1,1
Cosmebeautica,Cosmebeautica,,0,0.000039,159,0,0,0,0,0,0
LauMila0,LauMila0,,1,0.000068,3,0,1,1,0,1,1
drobsonuk,drobsonuk,,0,0.000039,160,0,0,0,0,0,0
DPT_NHS,DPT_NHS,,0,0.000072,160,0,0,0,0,0,0
fgsneya,fgsneya,,0,0.000068,3,0,1,1,0,1,1
JavierTorresGm3,JavierTorresGm3,,6,0.000068,3,0,1,1,0,1,1
TheCubanLeo84,TheCubanLeo84,,6,0.000484,3,9,1,10,9,1,10
Camilas48735265,Camilas48735265,,1,0.000068,3,0,1,1,0,1,1
magda_santtos,magda_santtos,,7,0.000068,3,0,1,1,0,1,1
SerieFriendsBR,SerieFriendsBR,,7,0.000302,3,5,0,5,5,0,5
IceOlly_,IceOlly_,,0,0.000068,3,0,1,1,0,1,1
k_xfxri,k_xfxri,,0,0.000039,161,0,0,0,0,0,0
teabagcreations,teabagcreations,,0,0.000171,161,0,0,0,0,0,0
5thstreet315,5thstreet315,,7,0.000068,3,0,1,1,0,1,1
chestnutcrochet,chestnutcrochet,,0,0.000039,62,0,0,0,0,0,0
MyriadMatth,MyriadMatth,,0,0.000171,62,0,0,0,0,0,0
MichelleRoseG33,MichelleRoseG33,,0,0.000165,62,0,0,0,0,0,0
DuPouvoirDachat,DuPouvoirDachat,,0,0.000039,162,0,0,0,0,0,0
Jonath_l24,Jonath_l24,,0,0.00005,162,0,0,0,0,0,0
romaricup,romaricup,,0,0.00005,162,0,0,0,0,0,0
bs_bestyle,bs_bestyle,,0,0.00005,162,0,0,0,0,0,0
luizfg_w,luizfg_w,,4,0.000068,3,0,1,1,0,1,1
edenmiahoffman,edenmiahoffman,,7,0.000068,3,0,1,1,0,1,1
A_Lisovtsev,A_Lisovtsev,,0,0.000039,126,0,0,0,0,0,0
11jmartinm1,11jmartinm1,,4,0.000068,3,0,1,1,0,1,1
TeoGarciaEgea,TeoGarciaEgea,,4,0.002648,3,45,0,45,45,0,45
ronkusgege,ronkusgege,,7,0.000068,3,0,1,1,0,1,1
Buckers2016,Buckers2016,,3,0.000068,3,0,1,1,0,1,1
vitormiranda97,vitormiranda97,,1,0.000068,3,0,1,1,0,1,1
moonmijoonsz,moonmijoonsz,,1,0.000068,3,0,1,1,0,1,1
HarryY_1999,HarryY_1999,,0,0.000068,3,0,1,1,0,1,1
mrsbloomingrose,mrsbloomingrose,,0,0.000039,163,0,0,0,0,0,0
RealFamilyIdeas,RealFamilyIdeas,,0,0.000072,163,0,0,0,0,0,0
Manoj_Kiran_A,Manoj_Kiran_A,,7,0.000068,3,0,1,1,0,1,1
carlosffrank,carlosffrank,,0,0.000039,164,0,0,0,0,0,0
LuuhSoares1313,LuuhSoares1313,,0,0.000072,164,0,0,0,0,0,0
20x20Apparel,20x20Apparel,,0,0.000377,165,0,0,0,0,0,0
GarrettDFuller,GarrettDFuller,,0,0.000199,165,0,0,0,0,0,0
KFreshIsTheWord,KFreshIsTheWord,,0,0.000199,165,0,0,0,0,0,0
mjbrunaznar,mjbrunaznar,,0,0.000039,28,0,0,0,0,0,0
bonniedog83,bonniedog83,,3,0.000068,3,0,2,2,0,2,2
FFShades,FFShades,,3,0.001828,3,39,0,39,39,0,39
DahliaDonovan,DahliaDonovan,,7,0.000068,3,0,1,1,0,1,1
xalilulah,xalilulah,,0,0.000039,166,0,0,0,0,0,0
Authentico_sn,Authentico_sn,,0,0.000467,166,0,0,0,0,0,0
TechYeenAD,TechYeenAD,,0,0.000039,80,0,0,0,0,0,0
mariezago,mariezago,,2,0.000068,3,0,1,1,0,1,1
juadaxto,juadaxto,,0,0.000039,167,0,0,0,0,0,0
AErwinrosm,AErwinrosm,,0,0.000072,167,0,0,0,0,0,0
GetTheScrambler,GetTheScrambler,,0,0.000039,168,0,0,0,0,0,0
m4zdaman,m4zdaman,,0,0.000072,168,0,0,0,0,0,0
SomsWenDieWolf,SomsWenDieWolf,,0,0.000039,169,0,0,0,0,0,0
CharlesAKempJnr,CharlesAKempJnr,,0,0.000072,169,0,0,0,0,0,0
SenorElGrande,SenorElGrande,,0,0.000039,170,0,0,0,0,0,0
thehempshop,thehempshop,,0,0.000072,170,0,0,0,0,0,0
JackSantana10,JackSantana10,,7,0.000068,3,0,1,1,0,1,1
TennentsLager,TennentsLager,,7,0.000244,3,4,0,4,4,0,4
1k_kilgore,1k_kilgore,,0,0.000039,42,0,0,0,0,0,0
brooklyn99t,brooklyn99t,,1,0.000068,3,0,1,1,0,1,1
m4ster_0ne,m4ster_0ne,,1,0.000068,3,0,1,1,0,1,1
Blackscorpion06,Blackscorpion06,,0,0.000068,3,0,1,1,0,1,1
NogalisBia,NogalisBia,,1,0.000068,3,0,1,1,0,1,1
3rdbaseSam,3rdbaseSam,,7,0.000068,3,0,1,1,0,1,1
SRKEGYPT_CFC,SRKEGYPT_CFC,,0,0.000039,135,0,0,0,0,0,0
busyairkasey99,busyairkasey99,,7,0.000068,3,0,2,2,0,2,2
Yurizin69,Yurizin69,,1,0.000068,3,0,1,1,0,1,1
ednewmanrhc,ednewmanrhc,,0,0.000039,121,0,0,0,0,0,0
dientesdelataaa,dientesdelataaa,,6,0.000068,3,0,1,1,0,1,1
Geekykiwii,Geekykiwii,,0,0.000068,3,0,1,1,0,1,1
Rike_Fernandes,Rike_Fernandes,,1,0.000068,3,0,1,1,0,1,1
tataprivss,tataprivss,,1,0.000068,3,0,2,2,0,2,2
The_Face_of_Rio,The_Face_of_Rio,,0,0.000039,171,0,0,0,0,0,0
Chicago_IC,Chicago_IC,,0,0.000039,172,0,0,0,0,0,0
CervantesLondon,CervantesLondon,,0,0.00005,172,0,0,0,0,0,0
SIELE_org,SIELE_org,,0,0.00005,172,0,0,0,0,0,0
spain,spain,,0,0.000149,172,0,0,0,0,0,0
dontknowyouare,dontknowyouare,,1,0.000068,3,0,1,1,0,1,1
SparkIing_Star,SparkIing_Star,,1,0.000068,3,0,1,1,0,1,1
MikaelSiallagan,MikaelSiallagan,,0,0.000039,173,0,0,0,0,0,0
cutepimples,cutepimples,,0,0.000105,173,0,0,0,0,0,0
johnhorneartist,johnhorneartist,,0,0.000039,174,0,0,0,0,0,0
SchofieldVicki,SchofieldVicki,,0,0.000171,174,0,0,0,0,0,0
Mari__saimon,Mari__saimon,,1,0.000068,3,0,2,2,0,2,2
MimiMwananchi,MimiMwananchi,,0,0.000039,175,0,0,0,0,0,0
MysticalScarab,MysticalScarab,,0,0.000105,175,0,0,0,0,0,0
KatherineCauley,KatherineCauley,,0,0.000039,176,0,0,0,0,0,0
JaimePrimak,JaimePrimak,,0,0.000203,176,0,0,0,0,0,0
RachelMJDwyer,RachelMJDwyer,,0,0.000039,177,0,0,0,0,0,0
HurstPublishers,HurstPublishers,,0,0.000138,177,0,0,0,0,0,0
owlwoman911_,owlwoman911_,,0,0.000039,19,0,0,0,0,0,0
Cruzlink2,Cruzlink2,,0,0.000039,178,0,0,0,0,0,0
bklynvideogames,bklynvideogames,,0,0.000171,178,0,0,0,0,0,0
FrequentPen,FrequentPen,,7,0.000068,3,0,2,2,0,2,2
scofield_dree,scofield_dree,,4,0.000068,3,0,1,1,0,1,1
JackSobreviveu,JackSobreviveu,,1,0.000068,3,0,1,1,0,1,1
RainhaCarminha,RainhaCarminha,,1,0.000221,3,4,0,4,4,0,4
jrmanagementltd,jrmanagementltd,,7,0.000068,3,0,1,1,0,1,1
BBCMOTD,BBCMOTD,,7,0.001638,3,29,0,29,29,0,29
USATODAY,USATODAY,,0,0.000072,104,0,0,0,0,0,0
DaveR4444,DaveR4444,,4,0.000068,3,0,1,1,0,1,1
FuriousDShow,FuriousDShow,,0,0.000039,179,0,0,0,0,0,0
fegato82,fegato82,,0,0.000039,154,0,0,0,0,0,0
Yswa_,Yswa_,,2,0.000068,3,0,2,2,0,2,2
appearedleticia,appearedleticia,,1,0.000068,3,0,1,1,0,1,1
