Id,Label,timeset,componentnumber,modularity_class,pageranks,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree
IgorLiziero,IgorLiziero,,0,2,0.000153,1,0,1,1,0,1
dudownfps,dudownfps,,0,2,0.000153,1,0,1,1,0,1
germano_zx,germano_zx,,0,2,0.000153,1,0,1,1,0,1
rodolfoviana,rodolfoviana,,0,2,0.001407,13,0,13,13,0,13
caoticazinha,caoticazinha,,0,2,0.000153,1,0,1,1,0,1
flymends,flymends,,0,2,0.000146,0,1,1,0,1,1
amorincacau,amorincacau,,0,2,0.000146,0,1,1,0,1,1
RayssaSanttoss,RayssaSanttoss,,0,2,0.000146,0,1,1,0,1,1
EndrywHg,EndrywHg,,0,0,0.000146,0,1,1,0,1,1
Adriano29935191,Adriano29935191,,0,2,0.000146,0,1,1,0,1,1
cibereledie,cibereledie,,0,2,0.000146,0,1,1,0,1,1
badgirlkaah,badgirlkaah,,0,2,0.000146,0,1,1,0,1,1
MiniMoniart_,MiniMoniart_,,0,2,0.000146,0,1,1,0,1,1
Liliawwn,Liliawwn,,0,2,0.000146,0,2,2,0,2,2
SandraMirandaTO,SandraMirandaTO,,0,2,0.000146,0,1,1,0,1,1
Taiscss,Taiscss,,0,2,0.000146,0,1,1,0,1,1
gabriel_now,gabriel_now,,0,2,0.000146,0,1,1,0,1,1
daieudisse,daieudisse,,0,2,0.000146,0,1,1,0,1,1
KayoJovovich15,KayoJovovich15,,0,2,0.000146,0,10,10,0,10,10
juju_menezeess,juju_menezeess,,0,2,0.000146,0,2,2,0,2,2
rihannalesbica,rihannalesbica,,0,0,0.000146,0,1,1,0,1,1
MENDESWlLD,MENDESWlLD,,0,2,0.000146,0,1,1,0,1,1
dearMateus_,dearMateus_,,0,2,0.000146,0,1,1,0,1,1
mariabarbara_,mariabarbara_,,0,2,0.000146,0,1,1,0,1,1
JoseLuizIN,JoseLuizIN,,0,2,0.000146,0,1,1,0,1,1
cncoxstranger,cncoxstranger,,0,2,0.000146,0,2,2,0,2,2
Vanessaadacruzz,Vanessaadacruzz,,0,2,0.000146,0,1,1,0,1,1
HellenMayara5,HellenMayara5,,0,2,0.000146,0,1,1,0,1,1
Lemozbl,Lemozbl,,0,2,0.000146,0,1,1,0,1,1
fvckpaulyn,fvckpaulyn,,0,0,0.000146,0,1,1,0,1,1
paullamacedo1,paullamacedo1,,0,2,0.000146,0,4,4,0,4,4
suzanaginez,suzanaginez,,0,2,0.000146,0,1,1,0,1,1
lluanaferreira_,lluanaferreira_,,0,2,0.000146,0,1,1,0,1,1
LuliBrum,LuliBrum,,0,2,0.000146,0,1,1,0,1,1
Erick_MarquesRT,Erick_MarquesRT,,0,0,0.000146,0,1,1,0,1,1
Jeh_futsal94,Jeh_futsal94,,0,2,0.000146,0,1,1,0,1,1
VenusGirl_L,VenusGirl_L,,0,2,0.000146,0,1,1,0,1,1
teixeirafabri,teixeirafabri,,0,2,0.000146,0,3,3,0,3,3
lehuntemann,lehuntemann,,0,2,0.000146,0,1,1,0,1,1
JOOFONTEBASSO1,JOOFONTEBASSO1,,40,0,0,0,0,0,0,0,0
kadeoaras,kadeoaras,,40,0,0,0,0,0,0,0,0
raulsilvaxxx_18,raulsilvaxxx_18,,0,2,0.000146,0,1,1,0,1,1
Vkooka19,Vkooka19,,0,2,0.000146,0,3,3,0,3,3
JustinsSpywearX,JustinsSpywearX,,0,2,0.000146,0,3,3,0,3,3
ArcanaDourado,ArcanaDourado,,0,4,0.000146,0,1,1,0,1,1
KillingTally,KillingTally,,0,2,0.000146,0,1,1,0,1,1
douglasbalzana,douglasbalzana,,35,0,0,0,0,0,0,0,0
afuracaodacpi,afuracaodacpi,,0,2,0.000146,0,1,1,0,1,1
Panning_Out,Panning_Out,,0,2,0.000146,0,1,1,0,1,1
carollferreirac,carollferreirac,,0,2,0.000146,0,5,5,0,5,5
PhAugusto,PhAugusto,,0,2,0.000171,1,0,1,1,0,1
T_Cairo,T_Cairo,,0,2,0.000212,2,0,2,2,0,2
natallianr,natallianr,,0,2,0.000171,1,10,11,1,10,11
amarenacom,amarenacom,,0,2,0.000146,0,1,1,0,1,1
spacewitchr,spacewitchr,,35,0,0,0,0,0,0,0,0
allannerix,allannerix,,0,2,0.000146,0,1,1,0,1,1
aelinesouza,aelinesouza,,0,2,0.000146,0,2,2,0,2,2
ohmahzona,ohmahzona,,0,2,0.000146,0,4,4,0,4,4
vitaoroses,vitaoroses,,0,2,0.000146,0,1,1,0,1,1
taayguedees,taayguedees,,0,2,0.000146,0,3,3,0,3,3
KalenaOliveira3,KalenaOliveira3,,0,2,0.000146,0,1,1,0,1,1
caarolpachioni,caarolpachioni,,0,2,0.000146,0,2,2,0,2,2
harrycruzado,harrycruzado,,0,2,0.000146,0,4,4,0,4,4
Py_nns,Py_nns,,0,0,0.000146,0,1,1,0,1,1
AfricanBranco,AfricanBranco,,0,2,0.000146,0,1,1,0,1,1
LunaAugurium,LunaAugurium,,0,2,0.000146,0,1,1,0,1,1
mylelarissa,mylelarissa,,0,2,0.000146,0,1,1,0,1,1
brendhaferr,brendhaferr,,0,2,0.000146,0,2,2,0,2,2
luntislovely,luntislovely,,0,2,0.000146,0,1,1,0,1,1
JuliaSantana712,JuliaSantana712,,0,4,0.000146,0,1,1,0,1,1
raythaalves,raythaalves,,0,2,0.000146,0,1,1,0,1,1
doyeonight,doyeonight,,0,2,0.000146,0,8,8,0,8,8
Ghabby21,Ghabby21,,0,2,0.000146,0,1,1,0,1,1
magainsmile,magainsmile,,0,2,0.000146,0,2,2,0,2,2
karllacoppola,karllacoppola,,0,2,0.000146,0,13,13,0,13,13
Iuhhmotta,Iuhhmotta,,0,2,0.000181,2,1,3,2,1,3
Ibelieveindrea,Ibelieveindrea,,0,2,0.000146,0,6,6,0,6,6
escarlate015,escarlate015,,0,0,0.000146,0,1,1,0,1,1
SantoAndarilho,SantoAndarilho,,0,2,0.000146,0,1,1,0,1,1
shiahina,shiahina,,0,2,0.000146,0,2,2,0,2,2
bluemermaid16,bluemermaid16,,0,2,0.000146,0,2,2,0,2,2
luanaaraujo280,luanaaraujo280,,0,4,0.000146,0,1,1,0,1,1
Beatriz25587481,Beatriz25587481,,0,2,0.000146,0,1,1,0,1,1
nicolesaysbye,nicolesaysbye,,0,4,0.000146,0,1,1,0,1,1
msdinosara,msdinosara,,0,4,0.000146,0,1,1,0,1,1
Nam_JinNana,Nam_JinNana,,0,2,0.000146,0,1,1,0,1,1
franpz_,franpz_,,0,2,0.000146,0,1,1,0,1,1
93Silas,93Silas,,0,2,0.000146,0,3,3,0,3,3
infomoney,infomoney,,0,2,0.000312,2,0,2,2,0,2
Luiz16499548,Luiz16499548,,0,2,0.000146,0,5,5,0,5,5
MichelindaVirgo,MichelindaVirgo,,0,2,0.000146,0,1,1,0,1,1
Park_laila15,Park_laila15,,0,2,0.000146,0,4,4,0,4,4
norian_danilo,norian_danilo,,0,0,0.000146,0,1,1,0,1,1
Brunosouza25,Brunosouza25,,0,2,0.000146,0,6,6,0,6,6
brunacarla251,brunacarla251,,0,2,0.000146,0,1,1,0,1,1
igorewislan,igorewislan,,0,0,0.000146,0,1,1,0,1,1
fabiiis2_,fabiiis2_,,0,2,0.000146,0,1,1,0,1,1
vininunes2020,vininunes2020,,0,2,0.000146,0,1,1,0,1,1
Zzaprimeiro1,Zzaprimeiro1,,0,0,0.000146,0,1,1,0,1,1
narrystupid,narrystupid,,0,2,0.000146,0,1,1,0,1,1
Hallisson_Jango,Hallisson_Jango,,0,2,0.000146,0,1,1,0,1,1
luanademarchi,luanademarchi,,0,2,0.000146,0,2,2,0,2,2
saturnxbts,saturnxbts,,0,2,0.000146,0,1,1,0,1,1
GuusXavier,GuusXavier,,0,0,0.000146,0,1,1,0,1,1
topolinu,topolinu,,0,2,0.000146,0,1,1,0,1,1
amantedoamor__,amantedoamor__,,0,4,0.000146,0,1,1,0,1,1
bhyunniie,bhyunniie,,0,2,0.000146,0,1,1,0,1,1
Saah357,Saah357,,0,4,0.000146,0,1,1,0,1,1
Uau_guilherme,Uau_guilherme,,0,2,0.000146,0,8,8,0,8,8
discontext,discontext,,0,2,0.000146,0,1,1,0,1,1
Luisqsf,Luisqsf,,0,2,0.000146,0,1,1,0,1,1
melanie_apples,melanie_apples,,0,2,0.000146,0,1,1,0,1,1
ktaeicedream,ktaeicedream,,0,2,0.000146,0,1,1,0,1,1
mari_paiva_,mari_paiva_,,0,0,0.000146,0,1,1,0,1,1
LucasCh44,LucasCh44,,0,4,0.000146,0,1,1,0,1,1
artstylxs,artstylxs,,0,2,0.000146,0,1,1,0,1,1
Carolina141925,Carolina141925,,0,2,0.000146,0,11,11,0,11,11
Dayancriss,Dayancriss,,0,2,0.000146,0,1,1,0,1,1
JenneFonseca,JenneFonseca,,0,4,0.000146,0,1,1,0,1,1
crisdecotia,crisdecotia,,0,2,0.000146,0,1,1,0,1,1
loureirojuub,loureirojuub,,0,2,0.000146,0,1,1,0,1,1
Lu4nl1,Lu4nl1,,0,2,0.000146,0,6,6,0,6,6
Vbastos26,Vbastos26,,0,2,0.000146,0,3,3,0,3,3
AlbertiRenannn,AlbertiRenannn,,0,2,0.000146,0,1,1,0,1,1
OrlandoPSantos,OrlandoPSantos,,0,2,0.000146,0,1,1,0,1,1
gabbzinhale,gabbzinhale,,0,2,0.000146,0,2,2,0,2,2
fcIoud9,fcIoud9,,0,2,0.000146,0,1,1,0,1,1
LettyyySCCP,LettyyySCCP,,0,2,0.000146,0,1,1,0,1,1
freyasvalkyr,freyasvalkyr,,0,2,0.000146,0,1,1,0,1,1
eliskarina_,eliskarina_,,0,2,0.000146,0,1,1,0,1,1
fabribeiro,fabribeiro,,0,2,0.000146,0,2,2,0,2,2
Nick201913,Nick201913,,0,2,0.000146,0,1,1,0,1,1
Peedro_Nogueira,Peedro_Nogueira,,0,0,0.000146,0,1,1,0,1,1
GrupoLua2,GrupoLua2,,41,0,0,0,0,0,0,0,0
realityvivo,realityvivo,,41,0,0,0,0,0,0,0,0
andreguidias,andreguidias,,0,0,0.000146,0,1,1,0,1,1
LeivisonGalo,LeivisonGalo,,0,2,0.000146,0,9,9,0,9,9
MailaneGuedes,MailaneGuedes,,0,2,0.000146,0,2,2,0,2,2
naycad1,naycad1,,0,2,0.000146,0,1,1,0,1,1
Le_geanzito,Le_geanzito,,0,2,0.000146,0,1,1,0,1,1
badgalnaluiza,badgalnaluiza,,0,2,0.000146,0,1,1,0,1,1
lah7568,lah7568,,0,0,0.000146,0,1,1,0,1,1
cherryisa,cherryisa,,0,2,0.000146,0,1,1,0,1,1
aninhalucarmo,aninhalucarmo,,0,2,0.000146,0,2,2,0,2,2
Analuiza3295,Analuiza3295,,0,2,0.000146,0,1,1,0,1,1
bellymoreira97,bellymoreira97,,0,2,0.000146,0,1,1,0,1,1
felfano,felfano,,0,2,0.000146,0,5,5,0,5,5
puutzguria,puutzguria,,0,0,0.000146,0,1,1,0,1,1
Diego_bsi,Diego_bsi,,0,0,0.000146,0,1,1,0,1,1
arieleoliv,arieleoliv,,0,0,0.000146,0,1,1,0,1,1
bicarol_,bicarol_,,0,2,0.000146,0,1,1,0,1,1
kzMarinho,kzMarinho,,0,2,0.000146,0,4,4,0,4,4
blinatiny,blinatiny,,0,2,0.000146,0,1,1,0,1,1
Alan13Gus2000,Alan13Gus2000,,0,2,0.000146,0,1,1,0,1,1
DannybSantana,DannybSantana,,0,0,0.000146,0,1,1,0,1,1
EOliveirinha,EOliveirinha,,0,4,0.000146,0,1,1,0,1,1
mayawra,mayawra,,0,2,0.000146,0,1,1,0,1,1
laryssavitorin1,laryssavitorin1,,0,2,0.000146,0,1,1,0,1,1
nivyawanderley,nivyawanderley,,0,2,0.000146,0,1,1,0,1,1
rawanne12,rawanne12,,42,0,0,0,0,0,0,0,0
Tiagobpedreira,Tiagobpedreira,,42,0,0,0,0,0,0,0,0
joicemeiruza,joicemeiruza,,0,0,0.000146,0,1,1,0,1,1
Renanl23,Renanl23,,0,2,0.000146,0,1,1,0,1,1
rod_kk,rod_kk,,43,0,0,0,0,0,0,0,0
GlennAfrontoso,GlennAfrontoso,,43,0,0,0,0,0,0,0,0
pohbrenda,pohbrenda,,0,2,0.000146,0,1,1,0,1,1
carolgraccia,carolgraccia,,0,2,0.000146,0,2,2,0,2,2
csimoesn_,csimoesn_,,0,2,0.000146,0,1,1,0,1,1
lukegotgalaxy,lukegotgalaxy,,0,2,0.000146,0,1,1,0,1,1
anavitxrix,anavitxrix,,0,2,0.000146,0,1,1,0,1,1
Resenhando,Resenhando,,0,4,0.000146,0,1,1,0,1,1
alinematosouza,alinematosouza,,0,2,0.000146,0,2,2,0,2,2
Ana91819864,Ana91819864,,0,0,0.000146,0,3,3,0,3,3
MNessuna,MNessuna,,0,2,0.000146,0,5,5,0,5,5
caiiqef,caiiqef,,0,2,0.000146,0,1,1,0,1,1
marianaconta_01,marianaconta_01,,0,0,0.000146,0,1,1,0,1,1
swim_jkjm,swim_jkjm,,0,2,0.000146,0,1,1,0,1,1
Orquidea360,Orquidea360,,0,2,0.000146,0,1,1,0,1,1
Xordanu,Xordanu,,0,0,0.000146,0,1,1,0,1,1
CarlosKkkkjk,CarlosKkkkjk,,0,0,0.000146,0,1,1,0,1,1
ana_lencin,ana_lencin,,0,2,0.000146,0,1,1,0,1,1
Ilsoonpie,Ilsoonpie,,0,2,0.000146,0,2,2,0,2,2
jsomitulip,jsomitulip,,0,2,0.000146,0,4,4,0,4,4
Rosange57288433,Rosange57288433,,0,2,0.000146,0,1,1,0,1,1
popparagodigmsh,popparagodigmsh,,0,2,0.000146,0,1,1,0,1,1
life_chic15,life_chic15,,0,2,0.000146,0,6,6,0,6,6
Linnitaporra,Linnitaporra,,0,2,0.000146,0,1,1,0,1,1
exkg_a,exkg_a,,0,4,0.000146,0,1,1,0,1,1
ElaynneWayland,ElaynneWayland,,0,0,0.000146,0,1,1,0,1,1
jffyxx,jffyxx,,0,2,0.000146,0,1,1,0,1,1
sheroleunzes,sheroleunzes,,0,2,0.000146,0,1,1,0,1,1
Lilianfalves1,Lilianfalves1,,0,2,0.000146,0,3,3,0,3,3
robotsuicidal,robotsuicidal,,0,2,0.00025,2,0,2,2,0,2
Guhz17,Guhz17,,0,2,0.000188,1,0,1,1,0,1
Jheni12843540,Jheni12843540,,0,2,0.000146,0,2,2,0,2,2
21stCenturyMiss,21stCenturyMiss,,0,2,0.000146,0,3,3,0,3,3
Zoro_Lz,Zoro_Lz,,0,0,0.000146,0,1,1,0,1,1
allywuxian,allywuxian,,0,4,0.000146,0,1,1,0,1,1
lua28l,lua28l,,0,0,0.000146,0,2,2,0,2,2
DileanKenny,DileanKenny,,0,2,0.000146,0,1,1,0,1,1
DougStark_,DougStark_,,0,2,0.000146,0,1,1,0,1,1
raquel9617,raquel9617,,0,2,0.000146,0,5,5,0,5,5
Leyricss,Leyricss,,0,4,0.000146,0,1,1,0,1,1
leprr26,leprr26,,44,0,0,0,0,0,0,0,0
jillvalentinew,jillvalentinew,,44,0,0,0,0,0,0,0,0
severB_,severB_,,0,2,0.000146,0,2,2,0,2,2
Camispereiraa,Camispereiraa,,0,2,0.000146,0,2,2,0,2,2
patrickcft_,patrickcft_,,0,2,0.000146,0,1,1,0,1,1
fabiolimacarini,fabiolimacarini,,0,2,0.000146,0,1,1,0,1,1
coquisteele,coquisteele,,0,2,0.000146,0,1,1,0,1,1
PriscilaSamant,PriscilaSamant,,0,2,0.000146,0,1,1,0,1,1
BboyGuil,BboyGuil,,0,2,0.000146,0,1,1,0,1,1
FlaviSouzam,FlaviSouzam,,0,2,0.000146,0,1,1,0,1,1
mack4Miley,mack4Miley,,0,2,0.000146,0,1,1,0,1,1
toxicavelez,toxicavelez,,0,2,0.000146,0,3,3,0,3,3
manuxrocha,manuxrocha,,0,4,0.000146,0,1,1,0,1,1
barreto_anna__,barreto_anna__,,0,4,0.000146,0,1,1,0,1,1
franklincebola,franklincebola,,0,2,0.000146,0,1,1,0,1,1
meetheu,meetheu,,0,2,0.000146,0,1,1,0,1,1
EduGJ23,EduGJ23,,0,2,0.000146,0,3,3,0,3,3
CintiiaSantoss,CintiiaSantoss,,0,2,0.000146,0,2,2,0,2,2
po_vsf,po_vsf,,0,2,0.000146,0,1,1,0,1,1
M_Amoedo,M_Amoedo,,0,4,0.000146,0,1,1,0,1,1
Eve_tropicana,Eve_tropicana,,0,4,0.000146,0,1,1,0,1,1
poorwickedsoul,poorwickedsoul,,0,2,0.000146,0,1,1,0,1,1
GuiLuchi1337,GuiLuchi1337,,0,2,0.000146,0,2,2,0,2,2
leofranciozii,leofranciozii,,0,0,0.000146,0,1,1,0,1,1
marcellelins2,marcellelins2,,0,0,0.000146,0,1,1,0,1,1
Karineegreis,Karineegreis,,0,4,0.000146,0,1,1,0,1,1
intoshawnm,intoshawnm,,0,2,0.000146,0,1,1,0,1,1
crfrthr,crfrthr,,0,2,0.000146,0,1,1,0,1,1
_jardinamanda,_jardinamanda,,0,4,0.000146,0,1,1,0,1,1
theppwoman,theppwoman,,0,2,0.000146,0,12,12,0,12,12
LORENAF06094527,LORENAF06094527,,0,2,0.000198,2,0,2,2,0,2
viktorrds,viktorrds,,0,2,0.000162,3,0,3,3,0,3
Amanda36080784,Amanda36080784,,0,3,0.000146,0,3,3,0,3,3
cinefilo_K,cinefilo_K,,0,3,0.000188,1,0,1,1,0,1
GugaNoblat,GugaNoblat,,0,3,0.000188,1,0,1,1,0,1
Andr_eluiz,Andr_eluiz,,0,4,0.000146,0,1,1,0,1,1
AChesscake,AChesscake,,0,2,0.000146,0,2,2,0,2,2
KellesMagalhaes,KellesMagalhaes,,0,0,0.000146,0,1,1,0,1,1
CaraDasBad,CaraDasBad,,0,0,0.000146,0,1,1,0,1,1
davidfonseca9,davidfonseca9,,0,2,0.000146,0,1,1,0,1,1
R0S1TA91,R0S1TA91,,0,2,0.000146,0,2,2,0,2,2
_sapho_,_sapho_,,45,0,0,0,0,0,0,0,0
JornalOGlobo,JornalOGlobo,,45,0,0,0,0,0,0,0,0
BlogdoNoblat,BlogdoNoblat,,45,0,0,0,0,0,0,0,0
kimdonghyuckss,kimdonghyuckss,,0,4,0.000146,0,1,1,0,1,1
Lele_Christine,Lele_Christine,,0,2,0.000146,0,1,1,0,1,1
fenezol,fenezol,,0,4,0.000146,0,1,1,0,1,1
swiftofcolor,swiftofcolor,,0,2,0.000146,0,1,1,0,1,1
wtfsglee,wtfsglee,,0,2,0.000146,0,1,1,0,1,1
maimirelly,maimirelly,,0,2,0.000146,0,1,1,0,1,1
FLP_Saldanha,FLP_Saldanha,,0,2,0.000146,0,3,3,0,3,3
Ma_Godoyy,Ma_Godoyy,,0,2,0.000146,0,1,1,0,1,1
tbiancaribeiro,tbiancaribeiro,,0,2,0.000146,0,1,1,0,1,1
Gustavoucranian,Gustavoucranian,,46,0,0,0,0,0,0,0,0
IsaPennaPsol,IsaPennaPsol,,46,0,0,0,0,0,0,0,0
andrermendonca,andrermendonca,,47,0,0,0,0,0,0,0,0
SF_Moro,SF_Moro,,47,0,0,0,0,0,0,0,0
Namullsan,Namullsan,,0,2,0.000146,0,1,1,0,1,1
PolySantana69,PolySantana69,,0,2,0.000146,0,2,2,0,2,2
oEduardoMoreira,oEduardoMoreira,,48,0,0,0,0,0,0,0,0
rodrigotucano,rodrigotucano,,48,0,0,0,0,0,0,0,0
greyhooud,greyhooud,,0,2,0.000146,0,1,1,0,1,1
Ariii_reiis,Ariii_reiis,,0,2,0.000146,0,1,1,0,1,1
fbaldino,fbaldino,,0,2,0.000146,0,1,1,0,1,1
Felicianoou,Felicianoou,,0,2,0.000146,0,1,1,0,1,1
danibunnyt,danibunnyt,,0,2,0.000146,0,1,1,0,1,1
kccngreyslover,kccngreyslover,,0,2,0.000146,0,15,15,0,15,15
mareanasr,mareanasr,,0,2,0.000146,0,1,1,0,1,1
thaianeaj1997,thaianeaj1997,,0,0,0.000146,0,1,1,0,1,1
juliacalori_,juliacalori_,,0,2,0.000146,0,1,1,0,1,1
danizinha_8282,danizinha_8282,,49,0,0,0,0,0,0,0,0
camillaysmn,camillaysmn,,0,2,0.000146,0,2,2,0,2,2
carlosvmf1,carlosvmf1,,0,0,0.000146,0,1,1,0,1,1
LaryCruz9,LaryCruz9,,50,0,0,0,0,0,0,0,0
gabilyoficial,gabilyoficial,,50,0,0,0,0,0,0,0,0
brxsb,brxsb,,0,2,0.000146,0,1,1,0,1,1
hwallsfav,hwallsfav,,51,0,0,0,0,0,0,0,0
jacobfav,jacobfav,,51,0,0,0,0,0,0,0,0
camzbrev,camzbrev,,0,2,0.000146,0,4,4,0,4,4
RecoveryZzZz,RecoveryZzZz,,0,2,0.000146,0,2,2,0,2,2
Lana20259490,Lana20259490,,0,2,0.000146,0,3,3,0,3,3
icapvers,icapvers,,0,2,0.000146,0,1,1,0,1,1
lill028,lill028,,0,2,0.000146,0,1,1,0,1,1
ssxnxv,ssxnxv,,0,4,0.000146,0,1,1,0,1,1
genyhelly,genyhelly,,0,2,0.000146,0,2,2,0,2,2
FadaSilvermist,FadaSilvermist,,0,2,0.000146,0,2,2,0,2,2
Rayslainevpp,Rayslainevpp,,0,2,0.000146,0,1,1,0,1,1
isheilasantos,isheilasantos,,0,4,0.000146,0,1,1,0,1,1
Redond33,Redond33,,0,2,0.000146,0,15,15,0,15,15
justinlindo200,justinlindo200,,0,2,0.000154,1,0,1,1,0,1
deysecm,deysecm,,0,2,0.000167,3,0,3,3,0,3
PudimD3Chocolat,PudimD3Chocolat,,0,2,0.000146,0,2,2,0,2,2
almightyhrry,almightyhrry,,0,2,0.000146,0,2,2,0,2,2
juuliann_a,juuliann_a,,0,2,0.000146,0,2,2,0,2,2
Raphael84586062,Raphael84586062,,0,0,0.000146,0,1,1,0,1,1
upisak,upisak,,0,2,0.000146,0,4,4,0,4,4
_KettyCarvalho,_KettyCarvalho,,42,0,0,0,0,0,0,0,0
artista_Fran,artista_Fran,,0,2,0.000161,1,1,2,1,1,2
opensante11,opensante11,,0,2,0.000223,2,0,2,2,0,2
IDntFcKnCare,IDntFcKnCare,,0,2,0.000161,1,0,1,1,0,1
vaidtudao,vaidtudao,,0,2,0.000161,1,3,4,1,3,4
zreactioonTN1,zreactioonTN1,,0,2,0.000161,1,0,1,1,0,1
MariaRitaArajo3,MariaRitaArajo3,,0,2,0.000146,0,1,1,0,1,1
adamssong_,adamssong_,,0,0,0.000146,0,1,1,0,1,1
JadeMayer_BR,JadeMayer_BR,,0,0,0.000146,0,1,1,0,1,1
jakeloka02,jakeloka02,,0,4,0.000146,0,1,1,0,1,1
svsdup,svsdup,,0,4,0.000146,0,1,1,0,1,1
skyfonseca,skyfonseca,,0,2,0.000146,0,3,3,0,3,3
___BrancaDeNeve,___BrancaDeNeve,,0,2,0.000146,0,1,1,0,1,1
spidexqueen,spidexqueen,,0,2,0.000146,0,1,1,0,1,1
ningningJK,ningningJK,,0,2,0.000146,0,6,6,0,6,6
vaniifds,vaniifds,,0,2,0.000146,0,1,1,0,1,1
leticiavtpr,leticiavtpr,,0,4,0.000146,0,1,1,0,1,1
magescke,magescke,,0,2,0.000146,0,1,1,0,1,1
alex__vert,alex__vert,,0,2,0.000146,0,2,2,0,2,2
DennerRibeiro25,DennerRibeiro25,,0,2,0.000146,0,1,1,0,1,1
UrsinhoDoBieber,UrsinhoDoBieber,,0,0,0.000146,0,1,1,0,1,1
crf__luc,crf__luc,,0,2,0.000146,0,2,2,0,2,2
simplesmentealc,simplesmentealc,,52,0,0,0,0,0,0,0,0
clienteiludido,clienteiludido,,52,0,0,0,0,0,0,0,0
Tintadefarmacia,Tintadefarmacia,,0,2,0.000146,0,1,1,0,1,1
boyexmachina,boyexmachina,,0,2,0.000146,0,1,1,0,1,1
_grlwithluv,_grlwithluv,,0,2,0.000146,0,1,1,0,1,1
lucasdubigod,lucasdubigod,,0,2,0.000146,0,1,1,0,1,1
Douglas12208394,Douglas12208394,,0,2,0.000397,3,0,3,3,0,3
MinhaMiya,MinhaMiya,,0,2,0.000146,0,1,1,0,1,1
_vulgolc_,_vulgolc_,,0,2,0.000146,0,1,1,0,1,1
nah_marianoo,nah_marianoo,,0,4,0.000146,0,1,1,0,1,1
dizaimedeirao,dizaimedeirao,,0,2,0.000146,0,2,2,0,2,2
lucasRj22_,lucasRj22_,,0,2,0.000146,0,1,1,0,1,1
natalinovna,natalinovna,,0,2,0.000146,0,1,1,0,1,1
badgalmonna,badgalmonna,,0,2,0.000146,0,2,2,0,2,2
dudarezendes,dudarezendes,,0,2,0.000146,0,2,2,0,2,2
arthurnr,arthurnr,,0,0,0.000146,0,1,1,0,1,1
ElianeGoMo,ElianeGoMo,,0,2,0.000146,0,3,3,0,3,3
rodrigo_bessa,rodrigo_bessa,,0,2,0.000188,1,0,1,1,0,1
daniimedusaa,daniimedusaa,,0,2,0.000146,0,7,7,0,7,7
marcoslaett,marcoslaett,,0,0,0.000146,0,1,1,0,1,1
pobretao3,pobretao3,,0,2,0.000146,0,1,1,0,1,1
Dulcizinhaa,Dulcizinhaa,,0,2,0.000146,0,1,1,0,1,1
discodramma,discodramma,,53,0,0,0,0,0,0,0,0
ka_rrombada,ka_rrombada,,0,2,0.000146,0,1,1,0,1,1
Crf_keet,Crf_keet,,0,2,0.000146,0,1,1,0,1,1
milenaM67,milenaM67,,0,2,0.000146,0,1,1,0,1,1
thatadamage,thatadamage,,0,2,0.000146,0,2,2,0,2,2
ooh_royal,ooh_royal,,0,2,0.000146,0,2,2,0,2,2
GabiPaula101,GabiPaula101,,0,2,0.000146,0,2,2,0,2,2
GabiiMartins01,GabiiMartins01,,0,2,0.000146,0,2,2,0,2,2
official_satzu,official_satzu,,0,2,0.000146,0,1,1,0,1,1
CleberMytsui,CleberMytsui,,0,2,0.003338,1,0,1,1,0,1
dandradenunes,dandradenunes,,0,2,0.000146,0,1,1,0,1,1
_criptogirl,_criptogirl,,0,2,0.000146,0,1,1,0,1,1
edubuenocamargo,edubuenocamargo,,0,2,0.000146,0,1,1,0,1,1
KeithOnline1999,KeithOnline1999,,0,2,0.000146,0,1,1,0,1,1
allanassisc__,allanassisc__,,0,0,0.000146,0,1,1,0,1,1
snglo_ks,snglo_ks,,0,2,0.000146,0,1,1,0,1,1
rosiemioto,rosiemioto,,0,2,0.000146,0,1,1,0,1,1
MendxBeaDrew98,MendxBeaDrew98,,0,2,0.000146,0,1,1,0,1,1
Struker_,Struker_,,0,2,0.000146,0,1,1,0,1,1
didaoa,didaoa,,0,2,0.000146,0,1,1,0,1,1
taehhyungr,taehhyungr,,0,2,0.000146,0,1,1,0,1,1
jubabbk,jubabbk,,0,0,0.000146,0,1,1,0,1,1
adi_fakezinha,adi_fakezinha,,40,0,0,0,0,0,0,0,0
Deisielly_,Deisielly_,,54,0,0,0,0,0,0,0,0
_Inominavel_,_Inominavel_,,54,0,0,0,0,0,0,0,0
cadulsehn,cadulsehn,,0,0,0.000146,0,1,1,0,1,1
jcelio0123,jcelio0123,,0,2,0.000146,0,12,12,0,12,12
Julio_Consani,Julio_Consani,,0,2,0.000247,4,0,4,4,0,4
leh_pjmjjk,leh_pjmjjk,,0,2,0.000146,0,1,1,0,1,1
focusoneverdeen,focusoneverdeen,,0,4,0.000146,0,1,1,0,1,1
libertinosp,libertinosp,,55,0,0,0,0,0,0,0,0
magnobl94,magnobl94,,55,0,0,0,0,0,0,0,0
paulobborges,paulobborges,,0,2,0.000146,0,10,10,0,10,10
hiddlesebastian,hiddlesebastian,,0,2,0.000146,0,2,2,0,2,2
llbene,llbene,,0,2,0.000146,0,3,3,0,3,3
camila_2reis,camila_2reis,,0,2,0.000146,0,3,3,0,3,3
