Id,Label,timeset,componentnumber,modularity_class,pageranks,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree
Theylor44,Theylor44,,0,2,0.000146,0,1,1,0,1,1
isabellalraujo,isabellalraujo,,0,0,0.000146,0,1,1,0,1,1
ElzaGarcia_1,ElzaGarcia_1,,0,2,0.000146,0,1,1,0,1,1
wannabecharlie6,wannabecharlie6,,0,2,0.000146,0,1,1,0,1,1
AurivandoMaciel,AurivandoMaciel,,0,0,0.000146,0,1,1,0,1,1
Raissamendes165,Raissamendes165,,17,0,0,0,0,0,0,0,0
LiviaRegly,LiviaRegly,,17,0,0,0,0,0,0,0,0
bipolaraqui,bipolaraqui,,0,2,0.000146,0,1,1,0,1,1
ArturJPM10,ArturJPM10,,0,2,0.000146,0,1,1,0,1,1
LuAnA23_8,LuAnA23_8,,0,2,0.000146,0,1,1,0,1,1
_QueirozReal_,_QueirozReal_,,0,2,0.000146,0,4,4,0,4,4
beautifuckdemi,beautifuckdemi,,0,2,0.000146,0,1,1,0,1,1
rayyyy_p,rayyyy_p,,0,2,0.000146,0,2,2,0,2,2
gabbsmak,gabbsmak,,0,2,0.000211,2,0,2,2,0,2
gabicecaralho,gabicecaralho,,0,2,0.000146,0,1,1,0,1,1
alwayselection,alwayselection,,0,2,0.000146,0,1,1,0,1,1
Lariioliveira04,Lariioliveira04,,0,4,0.000146,0,1,1,0,1,1
capeline99,capeline99,,0,2,0.000146,0,2,2,0,2,2
cararo_yasmin,cararo_yasmin,,0,0,0.000146,0,1,1,0,1,1
lostinthedreamz,lostinthedreamz,,0,0,0.000146,0,1,1,0,1,1
mavieezwrep,mavieezwrep,,0,2,0.000146,0,1,1,0,1,1
_morenamorenice,_morenamorenice,,0,2,0.000146,0,5,5,0,5,5
pedrinQuitetin,pedrinQuitetin,,0,2,0.000146,0,2,2,0,2,2
londonssummer,londonssummer,,0,1,0.000146,0,1,1,0,1,1
keldeamor,keldeamor,,0,2,0.000146,0,4,4,0,4,4
Pablo_tiiago,Pablo_tiiago,,0,2,0.000146,0,1,1,0,1,1
m_joyyy_,m_joyyy_,,0,2,0.000146,0,9,9,0,9,9
laiscorrea_,laiscorrea_,,0,2,0.000146,0,1,1,0,1,1
Vmaiacp,Vmaiacp,,0,2,0.000146,0,1,1,0,1,1
mkayddl,mkayddl,,0,2,0.000146,0,1,1,0,1,1
anaclara_rdgs,anaclara_rdgs,,0,0,0.000146,0,1,1,0,1,1
ivansoratto,ivansoratto,,0,2,0.000146,0,1,1,0,1,1
thxrock,thxrock,,0,0,0.000146,0,1,1,0,1,1
_nardotto,_nardotto,,0,0,0.000146,0,1,1,0,1,1
juliano_raposo,juliano_raposo,,0,2,0.000146,0,1,1,0,1,1
Rmismylove,Rmismylove,,0,2,0.000146,0,1,1,0,1,1
gigigoulart,gigigoulart,,0,2,0.000146,0,12,12,0,12,12
raf4elr,raf4elr,,0,0,0.000146,0,1,1,0,1,1
NathDinapoli,NathDinapoli,,0,2,0.000146,0,1,1,0,1,1
RaffaelCastro2,RaffaelCastro2,,0,2,0.000146,0,1,1,0,1,1
annadaniielle,annadaniielle,,0,2,0.000146,0,5,5,0,5,5
dekhimera,dekhimera,,0,2,0.000146,0,1,1,0,1,1
_gupaa,_gupaa,,18,0,0,0,0,0,0,0,0
catracalivre,catracalivre,,18,0,0,0,0,0,0,0,0
Imcarolramos,Imcarolramos,,0,0,0.000146,0,1,1,0,1,1
adorariamasnao,adorariamasnao,,0,1,0.000146,0,1,1,0,1,1
KokaKolaGoxtoza,KokaKolaGoxtoza,,0,2,0.000146,0,1,1,0,1,1
crueIcabeIIo,crueIcabeIIo,,0,2,0.000146,0,1,1,0,1,1
ClodomirFronza,ClodomirFronza,,0,0,0.000146,0,1,1,0,1,1
pegasusbsb,pegasusbsb,,0,1,0.000146,0,1,1,0,1,1
lovsskamy,lovsskamy,,0,2,0.000146,0,1,1,0,1,1
maki9856,maki9856,,0,2,0.000146,0,7,7,0,7,7
amitafenaisor,amitafenaisor,,0,2,0.000146,0,2,2,0,2,2
KimV_loveS,KimV_loveS,,0,0,0.000146,0,1,1,0,1,1
jullyrib,jullyrib,,0,2,0.000146,0,1,1,0,1,1
andreza1d2015,andreza1d2015,,0,2,0.000146,0,1,1,0,1,1
slexiease,slexiease,,0,2,0.000146,0,1,1,0,1,1
StaniellyA,StaniellyA,,0,2,0.000146,0,1,1,0,1,1
cordeirocarlaa,cordeirocarlaa,,15,0,0,0,0,0,0,0,0
tnbhdflower,tnbhdflower,,0,2,0.000146,0,2,2,0,2,2
LauraConceio11,LauraConceio11,,0,2,0.000146,0,2,2,0,2,2
caroixx,caroixx,,0,2,0.000457,3,0,3,3,0,3
Visevla,Visevla,,0,2,0.000146,0,1,1,0,1,1
caami_victoriaa,caami_victoriaa,,0,2,0.000146,0,3,3,0,3,3
cardoso_rhayane,cardoso_rhayane,,0,2,0.000146,0,1,1,0,1,1
andreeyzim,andreeyzim,,0,2,0.000146,0,1,1,0,1,1
hobilvs,hobilvs,,0,2,0.000146,0,2,2,0,2,2
rdk_ana,rdk_ana,,0,2,0.000146,0,1,1,0,1,1
cariocabello,cariocabello,,0,2,0.000146,0,3,3,0,3,3
starunicorn_,starunicorn_,,0,2,0.000146,0,1,1,0,1,1
silva_andyy,silva_andyy,,0,0,0.000146,0,1,1,0,1,1
NataliaSF28,NataliaSF28,,0,2,0.000146,0,1,1,0,1,1
veranimer,veranimer,,0,2,0.000146,0,3,3,0,3,3
welzinhehehe,welzinhehehe,,0,0,0.000146,0,1,1,0,1,1
mamacapistrano,mamacapistrano,,0,2,0.000146,0,6,6,0,6,6
Isaac84933190,Isaac84933190,,0,2,0.000146,0,1,1,0,1,1
ildetesara,ildetesara,,0,2,0.000146,0,1,1,0,1,1
uttssope,uttssope,,0,2,0.000146,0,1,1,0,1,1
empadadelegumes,empadadelegumes,,0,2,0.000146,0,1,1,0,1,1
re4njun,re4njun,,16,0,0,0,0,0,0,0,0
ahegata,ahegata,,0,2,0.000146,1,9,10,1,9,10
omarcosassis,omarcosassis,,0,2,0.00016,1,0,1,1,0,1
KriziaEmilia,KriziaEmilia,,0,2,0.000146,0,1,1,0,1,1
strangebello,strangebello,,0,2,0.000146,0,1,1,0,1,1
igormarinho10,igormarinho10,,0,0,0.000146,0,1,1,0,1,1
Laraagomex,Laraagomex,,0,2,0.000146,0,2,2,0,2,2
LUANVITORIOSO,LUANVITORIOSO,,0,2,0.000146,0,20,20,0,21,21
FuraoGalaticoRx,FuraoGalaticoRx,,0,2,0.000146,0,3,3,0,3,3
Karolainee0,Karolainee0,,0,2,0.000146,0,1,1,0,1,1
vics_alien,vics_alien,,0,2,0.000146,0,2,2,0,2,2
_Izakyn,_Izakyn,,0,0,0.000146,0,1,1,0,1,1
lorenabmcosta,lorenabmcosta,,0,2,0.000146,0,6,6,0,6,6
__wjs_,__wjs_,,0,2,0.000146,0,1,1,0,1,1
idmli,idmli,,0,2,0.000146,0,1,1,0,1,1
yusaBr,yusaBr,,0,2,0.000146,0,1,1,0,1,1
Gr4uBela,Gr4uBela,,0,2,0.000146,0,2,2,0,2,2
Rodrigo123almei,Rodrigo123almei,,0,2,0.000146,0,2,2,0,2,2
maisinha_amaral,maisinha_amaral,,0,2,0.000146,0,3,3,0,3,3
larissasantiag0,larissasantiag0,,0,1,0.000146,0,1,1,0,1,1
BelezaPuraBP,BelezaPuraBP,,0,1,0.000146,0,1,1,0,1,1
ArtemiaRodrigu2,ArtemiaRodrigu2,,0,2,0.000146,0,1,1,0,1,1
hobipng,hobipng,,0,2,0.000146,0,12,12,0,12,12
moonblack_m,moonblack_m,,19,0,0,0,0,0,0,0,0
raissa_mirella,raissa_mirella,,19,0,0,0,0,0,0,0,0
91_mari,91_mari,,0,2,0.000146,0,2,2,0,2,2
helenadaniella,helenadaniella,,0,1,0.000146,0,1,1,0,1,1
LeticiaDefaveri,LeticiaDefaveri,,0,2,0.000146,0,1,1,0,1,1
Epeqec,Epeqec,,0,2,0.000146,0,2,2,0,2,2
EmillyNericke,EmillyNericke,,0,2,0.000146,0,1,1,0,1,1
leliane460,leliane460,,0,2,0.000146,0,1,1,0,1,1
durvalpimentel,durvalpimentel,,0,1,0.000146,0,1,1,0,1,1
Elizabeth22332,Elizabeth22332,,0,2,0.000146,0,11,11,0,11,11
malynnebr,malynnebr,,0,2,0.000475,5,0,5,5,0,5
yass_2705,yass_2705,,0,2,0.000146,0,2,2,0,2,2
gabisgoulartt,gabisgoulartt,,0,2,0.000146,0,1,1,0,1,1
renatabradeley,renatabradeley,,0,1,0.000146,0,1,1,0,1,1
luizahopf,luizahopf,,0,2,0.000146,0,1,1,0,1,1
canwefocuslove,canwefocuslove,,0,2,0.000146,0,1,1,0,1,1
oadrianoleite,oadrianoleite,,0,2,0.000146,0,1,1,0,1,1
nathallia_95,nathallia_95,,0,2,0.000146,0,2,2,0,2,2
marvelbtsx,marvelbtsx,,0,2,0.000146,0,1,1,0,1,1
mtlorrayne,mtlorrayne,,0,1,0.000146,0,1,1,0,1,1
thaiscristinah_,thaiscristinah_,,0,2,0.000146,0,1,1,0,1,1
ninho3,ninho3,,0,0,0.000146,0,1,1,0,1,1
ironcaptaxin,ironcaptaxin,,0,2,0.000146,0,1,1,0,1,1
bittersweet_jen,bittersweet_jen,,0,2,0.000146,0,1,1,0,1,1
saricanga,saricanga,,0,2,0.000146,0,3,3,0,3,3
81_fefo,81_fefo,,0,1,0.000146,0,1,1,0,1,1
Swyzu,Swyzu,,0,2,0.000146,0,1,1,0,1,1
Alnath139,Alnath139,,0,0,0.000146,0,1,1,0,1,1
paulooosrj,paulooosrj,,0,2,0.000146,0,1,1,0,1,1
ghsfcorporativa,ghsfcorporativa,,20,0,0,0,0,0,0,0,0
ghsfcorporativ1,ghsfcorporativ1,,20,0,0,0,0,0,0,0,0
Tripiazin,Tripiazin,,0,2,0.000146,0,1,1,0,1,1
Fifthmilalove,Fifthmilalove,,0,1,0.000146,0,1,1,0,1,1
Ghost0Mode,Ghost0Mode,,0,0,0.000146,0,1,1,0,1,1
oodalschneider,oodalschneider,,0,2,0.000146,0,1,1,0,1,1
_scorpiogodess,_scorpiogodess,,0,0,0.000146,0,1,1,0,1,1
Nataliasoaaress,Nataliasoaaress,,0,2,0.000146,0,2,2,0,2,2
stylesugamin,stylesugamin,,0,2,0.000146,0,2,2,0,2,2
loyrane,loyrane,,0,0,0.000146,0,1,1,0,1,1
vane_azevedo,vane_azevedo,,0,2,0.000146,0,1,1,0,1,1
diihvicente7,diihvicente7,,0,1,0.000146,0,1,1,0,1,1
delipefaniel,delipefaniel,,0,2,0.000146,0,1,1,0,1,1
_leticiasantosm,_leticiasantosm,,0,0,0.000146,0,1,1,0,1,1
eudouglasalbano,eudouglasalbano,,0,2,0.000146,0,1,1,0,1,1
VickyMeireles,VickyMeireles,,0,2,0.000146,0,1,1,0,1,1
acceberk,acceberk,,21,0,0,0,0,0,0,0,0
diegoferrari27,diegoferrari27,,21,0,0,0,0,0,0,0,0
luizaemygdioo,luizaemygdioo,,0,2,0.000146,0,1,1,0,1,1
laramcristina,laramcristina,,0,2,0.000146,0,1,1,0,1,1
lorecmartins,lorecmartins,,0,2,0.000146,0,1,1,0,1,1
RitKassiaG,RitKassiaG,,0,2,0.000146,0,1,1,0,1,1
jwnmyeol,jwnmyeol,,0,2,0.000146,0,1,1,0,1,1
Deiviso60785834,Deiviso60785834,,15,0,0,0,0,0,0,0,0
MeliVick1,MeliVick1,,0,1,0.000146,0,1,1,0,1,1
Bernardoborgao,Bernardoborgao,,0,0,0.000146,0,1,1,0,1,1
VANTEAFFAIR,VANTEAFFAIR,,0,2,0.000146,0,1,1,0,1,1
mesoclise_pt_br,mesoclise_pt_br,,0,2,0.000146,0,1,1,0,1,1
marcusdufran,marcusdufran,,0,2,0.000146,0,1,1,0,1,1
seviannisrevena,seviannisrevena,,0,1,0.000146,0,1,1,0,1,1
4__KG,4__KG,,0,0,0.000146,0,1,1,0,1,1
mxrinasm,mxrinasm,,0,2,0.000146,0,1,1,0,1,1
helensoares41,helensoares41,,0,2,0.000146,0,2,2,0,2,2
keynerlyraaa,keynerlyraaa,,0,2,0.000146,0,1,1,0,1,1
daalelucas,daalelucas,,0,2,0.000146,0,1,1,0,1,1
j_lopessss,j_lopessss,,0,0,0.000146,0,1,1,0,1,1
vivipequenito,vivipequenito,,0,2,0.000146,0,1,1,0,1,1
tnight_falls,tnight_falls,,0,2,0.000146,0,1,1,0,1,1
verysweetlies,verysweetlies,,0,2,0.000146,0,2,2,0,2,2
lannhir,lannhir,,0,2,0.000146,0,1,1,0,1,1
mmmmokx,mmmmokx,,0,2,0.000146,0,1,1,0,1,1
_isaclemente,_isaclemente,,0,0,0.000146,0,1,1,0,1,1
Luazinha_Me,Luazinha_Me,,0,2,0.000146,0,2,2,0,2,2
soulsearchnsg,soulsearchnsg,,0,2,0.000146,0,1,1,0,1,1
blusnow_,blusnow_,,0,2,0.000146,0,1,1,0,1,1
BruFelton,BruFelton,,0,2,0.000146,0,1,1,0,1,1
pamellaqueiroz9,pamellaqueiroz9,,0,2,0.000146,0,1,1,0,1,1
righy,righy,,0,2,0.000146,0,2,2,0,2,2
bieelneeves,bieelneeves,,0,2,0.000581,4,0,4,4,0,4
paulices_,paulices_,,0,2,0.000146,0,1,1,0,1,1
RangelVictor_,RangelVictor_,,0,2,0.000146,0,3,3,0,3,3
FabianoPerin,FabianoPerin,,0,1,0.000146,0,1,1,0,1,1
pedroporttinary,pedroporttinary,,0,2,0.000146,0,1,1,0,1,1
Leticiaalves312,Leticiaalves312,,0,2,0.000146,0,1,1,0,1,1
psicosleazy,psicosleazy,,0,2,0.000146,0,3,3,0,3,3
wololotulip,wololotulip,,0,2,0.000146,0,1,1,0,1,1
negativentrope,negativentrope,,3,0,0,0,0,0,0,0,0
anah_biaa,anah_biaa,,0,2,0.000146,0,1,1,0,1,1
FL87Doug,FL87Doug,,0,2,0.000146,0,2,2,0,2,2
batswingss,batswingss,,0,2,0.000146,0,1,1,0,1,1
vladilabfr17,vladilabfr17,,0,2,0.000146,0,1,1,0,1,1
oursimpsonhero,oursimpsonhero,,0,1,0.000146,0,1,1,0,1,1
Jo_Silva210,Jo_Silva210,,0,2,0.000146,0,1,1,0,1,1
DudaSathlerr,DudaSathlerr,,0,2,0.000146,0,1,1,0,1,1
Liannana,Liannana,,0,1,0.000146,0,1,1,0,1,1
JailsinXD,JailsinXD,,0,0,0.000146,0,1,1,0,1,1
gguebs,gguebs,,0,2,0.000146,0,3,3,0,3,3
JooGregrio16,JooGregrio16,,0,2,0.000146,0,1,1,0,1,1
thalison_ramos,thalison_ramos,,0,2,0.000146,0,1,1,0,1,1
_MyLoneliness,_MyLoneliness,,0,1,0.000146,0,1,1,0,1,1
cacaline_lopes,cacaline_lopes,,0,0,0.000146,0,1,1,0,1,1
laurenjfuckz,laurenjfuckz,,0,2,0.000146,0,1,1,0,1,1
Swedishigcio,Swedishigcio,,0,2,0.000146,0,1,1,0,1,1
quebostavei,quebostavei,,0,2,0.000146,0,7,7,0,7,7
austingozador,austingozador,,0,2,0.000146,0,3,3,0,3,3
newconditions,newconditions,,0,2,0.000146,0,1,1,0,1,1
rogeriopsantos,rogeriopsantos,,0,0,0.000146,0,1,1,0,1,1
tjbregonci,tjbregonci,,0,0,0.000146,0,1,1,0,1,1
_Drudi_,_Drudi_,,0,2,0.000146,0,1,1,0,1,1
HenriiSilva_,HenriiSilva_,,0,1,0.000146,0,1,1,0,1,1
Guilherme198032,Guilherme198032,,0,1,0.000146,0,1,1,0,1,1
savicax,savicax,,0,1,0.000146,0,1,1,0,1,1
RickyWill0309,RickyWill0309,,0,1,0.000146,0,1,1,0,1,1
everton_bfr,everton_bfr,,0,2,0.000146,0,1,1,0,1,1
vitoriaregiaccp,vitoriaregiaccp,,0,1,0.000146,0,1,1,0,1,1
Issabelpereira,Issabelpereira,,0,2,0.000146,0,1,1,0,1,1
aparecer,aparecer,,0,2,0.000646,5,0,5,5,0,5
Thata029,Thata029,,0,2,0.000146,0,1,1,0,1,1
jujoon,jujoon,,0,2,0.000146,0,1,1,0,1,1
aliiciars,aliiciars,,0,2,0.000146,0,1,1,0,1,1
beto_rivotril,beto_rivotril,,0,1,0.000146,0,1,1,0,1,1
LJCamzBoo,LJCamzBoo,,0,1,0.000146,0,1,1,0,1,1
Mari_EuNeh,Mari_EuNeh,,0,2,0.000146,0,1,1,0,1,1
goth4mprincess,goth4mprincess,,0,2,0.000146,0,2,2,0,2,2
KesslerLH,KesslerLH,,0,1,0.000146,0,1,1,0,1,1
tainara_holanda,tainara_holanda,,0,1,0.000146,0,1,1,0,1,1
franco_natassha,franco_natassha,,0,1,0.000146,0,1,1,0,1,1
GiuliaGrance,GiuliaGrance,,0,2,0.000146,0,1,1,0,1,1
robsonp_28,robsonp_28,,0,2,0.000146,0,1,1,0,1,1
MariianaCampelo,MariianaCampelo,,0,2,0.000146,0,1,1,0,1,1
pacordeiro,pacordeiro,,0,2,0.000146,0,1,1,0,1,1
kauh4225,kauh4225,,0,2,0.000146,0,1,1,0,1,1
lumospotterx,lumospotterx,,0,2,0.000146,0,3,3,0,3,3
kkkkarinezinha,kkkkarinezinha,,0,2,0.000146,0,1,1,0,1,1
emisscaroline,emisscaroline,,0,2,0.000146,0,1,1,0,1,1
Felipe_a4,Felipe_a4,,0,2,0.000146,0,2,2,0,2,2
popst4rr,popst4rr,,0,2,0.000146,0,1,1,0,1,1
Pedro_Kobayashi,Pedro_Kobayashi,,0,2,0.000146,0,1,1,0,1,1
oasissloey,oasissloey,,0,2,0.000146,0,1,1,0,1,1
PkJimin_twt,PkJimin_twt,,0,2,0.000146,0,1,1,0,1,1
designartca,designartca,,0,2,0.000146,0,1,1,0,1,1
Gustralha,Gustralha,,0,2,0.000146,0,1,1,0,1,1
exposedsaturn,exposedsaturn,,0,2,0.000146,0,1,1,0,1,1
Sbnraa,Sbnraa,,0,2,0.000146,0,2,2,0,2,2
sucksbr3v,sucksbr3v,,0,2,0.000146,0,1,1,0,1,1
iam_karenaraujo,iam_karenaraujo,,0,2,0.000146,0,2,2,0,2,2
aaaapois,aaaapois,,0,4,0.000146,0,1,1,0,1,1
BabePieHole,BabePieHole,,0,2,0.000146,0,11,11,0,11,11
RafaelFG8,RafaelFG8,,0,2,0.000354,8,0,8,8,0,8
LissaaTonello,LissaaTonello,,0,2,0.000146,0,2,2,0,2,2
Jadersonmop,Jadersonmop,,0,2,0.000146,0,1,1,0,1,1
patmarsn_,patmarsn_,,0,4,0.000146,0,1,1,0,1,1
ds0usa_,ds0usa_,,0,2,0.000146,0,1,1,0,1,1
glalberduarte,glalberduarte,,0,2,0.000146,0,6,6,0,6,6
CanterlotQueen,CanterlotQueen,,0,2,0.000146,0,6,6,0,6,6
_raaulino,_raaulino,,0,2,0.001062,10,0,10,10,0,10
Araafael__,Araafael__,,0,2,0.000146,0,4,4,0,4,4
nascimentoigorm,nascimentoigorm,,0,2,0.000146,0,1,1,0,1,1
ahagronsky,ahagronsky,,0,2,0.000146,0,3,3,0,3,3
Pauloolimo,Pauloolimo,,0,4,0.000146,0,2,2,0,2,2
lcRbeiro,lcRbeiro,,0,2,0.000146,0,2,2,0,2,2
DawnWestAllen1,DawnWestAllen1,,0,0,0.000146,0,1,1,0,1,1
hwppierholland,hwppierholland,,0,2,0.000146,0,2,2,0,2,2
mclaracarneiro,mclaracarneiro,,0,0,0.000146,0,1,1,0,1,1
JooEmlio5,JooEmlio5,,0,2,0.000146,0,1,1,0,1,1
SarahVie_,SarahVie_,,0,2,0.000146,0,2,2,0,2,2
_desoaress,_desoaress,,0,2,0.000146,0,3,3,0,3,3
Danilo_g_santos,Danilo_g_santos,,0,2,0.000146,0,1,1,0,1,1
Francis04280379,Francis04280379,,0,2,0.000146,0,1,1,0,1,1
mister_soul,mister_soul,,0,4,0.000146,0,2,2,0,2,2
tuxdepano,tuxdepano,,22,0,0,0,0,0,0,0,0
Andre_Suporte,Andre_Suporte,,22,0,0,0,0,0,0,0,0
PorAslam17,PorAslam17,,0,2,0.000146,0,1,1,0,1,1
Lrryzzz,Lrryzzz,,0,2,0.000146,0,1,1,0,1,1
gabrielaugustc,gabrielaugustc,,0,0,0.000146,0,1,1,0,1,1
uchiha_tarcila,uchiha_tarcila,,0,2,0.000146,0,1,1,0,1,1
Mateo55382760,Mateo55382760,,0,2,0.000146,0,1,1,0,1,1
Lua_nMuller,Lua_nMuller,,0,2,0.000522,4,0,4,4,0,4
CentralDaSHL,CentralDaSHL,,0,2,0.000146,0,1,1,0,1,1
ceciliamariane3,ceciliamariane3,,0,2,0.000146,0,4,4,0,4,4
rscianni,rscianni,,23,0,0,0,0,0,0,0,0
crfliviaa_,crfliviaa_,,0,0,0.000146,0,1,1,0,1,1
onlylsangel,onlylsangel,,0,2,0.000146,0,1,1,0,1,1
carloscaua4,carloscaua4,,0,2,0.000146,0,3,3,0,3,3
Owlbianca,Owlbianca,,0,2,0.000146,0,1,1,0,1,1
dudamathuz,dudamathuz,,0,4,0.000146,0,1,1,0,1,1
JJikooklives,JJikooklives,,0,4,0.000146,0,2,2,0,2,2
saxana_mello,saxana_mello,,0,2,0.000146,0,1,1,0,1,1
NathyRios9,NathyRios9,,0,2,0.000146,0,2,2,0,2,2
ViniciusMerceis,ViniciusMerceis,,0,2,0.000146,0,1,1,0,1,1
Kabaw13,Kabaw13,,0,2,0.000146,0,2,2,0,2,2
kpoppeiroloja,kpoppeiroloja,,0,2,0.000146,0,3,3,0,3,3
august_cesar,august_cesar,,0,2,0.000146,0,1,1,0,1,1
ThaylaEduarda04,ThaylaEduarda04,,17,0,0,0,0,0,0,0,0
eduardo_miranda,eduardo_miranda,,0,2,0.000146,0,1,1,0,1,1
yasmininass,yasmininass,,0,2,0.000146,0,1,1,0,1,1
andreiluis14,andreiluis14,,0,2,0.000146,0,1,1,0,1,1
ferresnata,ferresnata,,0,0,0.000146,0,2,2,0,2,2
pjmxuh,pjmxuh,,0,0,0.000146,0,1,1,0,1,1
luara__99,luara__99,,0,2,0.000146,0,1,1,0,1,1
Letciasg19,Letciasg19,,0,4,0.000146,0,8,8,0,8,8
carolvayda,carolvayda,,0,2,0.00079,8,0,8,8,0,8
grateki_,grateki_,,0,2,0.000146,0,1,1,0,1,1
gabrwels,gabrwels,,0,2,0.000146,0,1,1,0,1,1
qualquernomepoo,qualquernomepoo,,0,4,0.000146,0,1,1,0,1,1
nabruzh,nabruzh,,0,0,0.000146,0,1,1,0,1,1
BurguesaDudinha,BurguesaDudinha,,0,2,0.000146,0,1,1,0,1,1
5Cafezinho,5Cafezinho,,0,2,0.000146,0,1,1,0,1,1
ElisandraNasc,ElisandraNasc,,0,2,0.000146,0,1,1,0,1,1
badgalOnze,badgalOnze,,0,2,0.000146,0,1,1,0,1,1
Annaluax,Annaluax,,0,2,0.000146,0,1,1,0,1,1
suganukkkk,suganukkkk,,0,0,0.000146,0,1,1,0,1,1
orangxunited,orangxunited,,0,2,0.000146,0,1,1,0,1,1
JardanCarvalho,JardanCarvalho,,0,2,0.000146,0,1,1,0,1,1
4dlerx,4dlerx,,0,2,0.000146,0,1,1,0,1,1
__biih,__biih,,0,2,0.000146,0,1,1,0,1,1
Luciana76509538,Luciana76509538,,0,2,0.000146,0,8,8,0,8,8
RRRamlow,RRRamlow,,0,2,0.000423,8,0,8,8,0,8
pororoca_mental,pororoca_mental,,0,2,0.000162,1,1,2,1,1,2
UOL,UOL,,0,2,0.000969,8,0,8,8,0,8
Lucas03865336,Lucas03865336,,24,0,0,0,0,0,0,0,0
Llucas__Llima,Llucas__Llima,,24,0,0,0,0,0,0,0,0
zxndarya,zxndarya,,0,0,0.000146,0,1,1,0,1,1
Vincius34122296,Vincius34122296,,0,0,0.000146,0,1,1,0,1,1
indigentenunes,indigentenunes,,0,0,0.000146,0,1,1,0,1,1
caaroun,caaroun,,0,2,0.000146,0,1,1,0,1,1
lukinhajm_,lukinhajm_,,0,0,0.000146,0,1,1,0,1,1
HellenOliveri,HellenOliveri,,0,0,0.000146,0,1,1,0,1,1
immurtals,immurtals,,0,2,0.000146,0,4,4,0,4,4
_Leticiaa_15,_Leticiaa_15,,0,2,0.000146,0,1,1,0,1,1
amandasouzasz20,amandasouzasz20,,0,0,0.000146,0,1,1,0,1,1
Reveluv1251,Reveluv1251,,0,2,0.000146,0,1,1,0,1,1
lowuistl,lowuistl,,0,4,0.000146,0,1,1,0,1,1
OkuMorales,OkuMorales,,25,0,0,0,0,0,0,0,0
Valladolita,Valladolita,,25,0,0,0,0,0,0,0,0
Heydudagomes,Heydudagomes,,0,2,0.000146,0,2,2,0,2,2
Leonard76708891,Leonard76708891,,0,0,0.000146,0,1,1,0,1,1
worldwidehndsm_,worldwidehndsm_,,0,0,0.000146,0,1,1,0,1,1
stefanef21,stefanef21,,0,2,0.000146,0,1,1,0,1,1
JessicaWend3,JessicaWend3,,0,0,0.000146,0,1,1,0,1,1
Angelsloop,Angelsloop,,0,2,0.000146,0,1,1,0,1,1
luvma7boyz,luvma7boyz,,0,2,0.000146,0,1,1,0,1,1
theebestofme,theebestofme,,0,0,0.000146,0,1,1,0,1,1
THIAGONASARE,THIAGONASARE,,0,2,0.000146,0,1,1,0,1,1
RuyGTR,RuyGTR,,0,2,0.00016,1,4,5,1,4,5
pussyisgoddd,pussyisgoddd,,0,0,0.000146,0,1,1,0,1,1
mysticat11,mysticat11,,0,2,0.000146,0,2,2,0,2,2
CheistianCosta,CheistianCosta,,0,2,0.000146,0,2,2,0,2,2
LucasEduardoMe7,LucasEduardoMe7,,0,0,0.000146,0,1,1,0,1,1
LuzGrassia,LuzGrassia,,0,2,0.000146,0,1,1,0,1,1
flopnovo,flopnovo,,0,2,0.000146,0,1,1,0,1,1
picos_t,picos_t,,26,0,0,0,0,0,0,0,0
imLaboom,imLaboom,,26,0,0,0,0,0,0,0,0
pjot7tripleHvip,pjot7tripleHvip,,0,2,0.000146,0,2,2,0,2,2
pocteira,pocteira,,0,2,0.000146,0,1,1,0,1,1
Julia_Cabral18,Julia_Cabral18,,0,2,0.000146,0,4,4,0,4,4
mihrelw,mihrelw,,0,2,0.000146,0,1,1,0,1,1
unhappinesswmn,unhappinesswmn,,0,2,0.000146,0,2,2,0,2,2
thaisperdida,thaisperdida,,0,2,0.000146,0,1,1,0,1,1
filhadezeus_123,filhadezeus_123,,0,2,0.000146,0,1,1,0,1,1
StephFViana,StephFViana,,0,2,0.000146,0,1,1,0,1,1
Jnr_Baboo,Jnr_Baboo,,0,2,0.000146,0,1,1,0,1,1
annagiovs,annagiovs,,0,0,0.000146,0,1,1,0,1,1
vicvilete,vicvilete,,0,4,0.000146,0,1,1,0,1,1
b3ne_volente,b3ne_volente,,0,2,0.000146,0,2,2,0,2,2
hebertben10,hebertben10,,0,2,0.000146,0,1,1,0,1,1
_tdelic,_tdelic,,0,0,0.000146,0,2,2,0,2,2
arttargaryen,arttargaryen,,0,2,0.000146,0,1,1,0,1,1
poxaanora,poxaanora,,0,0,0.000146,0,1,1,0,1,1
Fellps2003,Fellps2003,,0,0,0.000146,0,1,1,0,1,1
AimeMarangoni1,AimeMarangoni1,,0,2,0.000146,0,1,1,0,1,1
tatarothier,tatarothier,,0,0,0.000146,0,1,1,0,1,1
PAUHLAO,PAUHLAO,,0,2,0.000146,0,2,2,0,2,2
niloaluado,niloaluado,,0,2,0.000146,0,1,1,0,1,1
edytayllor,edytayllor,,0,0,0.000146,0,1,1,0,1,1
nextmartina,nextmartina,,0,2,0.000146,0,1,1,0,1,1
nanda_olv3,nanda_olv3,,0,4,0.000146,0,1,1,0,1,1
